Кадастровый номер,"Площадь, м²",Категория земли,Статус,Адрес,Собственность,ВРИ,Тип ВРИ,Записей о правах,Обременения,Кадастровый квартал,"Кадастровая стоимость, руб.","Удельный показатель, руб./м²","Рыночная стоимость, руб.","Медианная цена, руб./м²",Сделок в выборке,Период сделок,Свободен,ИЖС,СНТ,ДНП,ЛПХ,Под застройку,Общего пользования,Земли НП,Широта,Долгота
16:33:040412:1249,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул. Мунира Сунгатуллина, з/у 36",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,348326.7,348.33,,,,,нет,нет,нет,нет,нет,да,нет,да,55.69027891602059,49.7050838586015
16:33:040412:1188,1157.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул. Айдара Хафизова, з/у 41",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,402530.25,347.91,,,,,нет,нет,нет,нет,нет,да,нет,да,55.68979381623332,49.707280826282286
16:33:040412:227,374.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Конское сельское поселение, с Конь.",Муниципальная,Земельные участки (территории) общего пользования,ОГП,0,нет,16:33:040412,164092.16,438.75,,,,,да,нет,нет,нет,нет,нет,да,да,55.68944447787385,49.6990749400071
16:33:040412:1122,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул. Зеленая, з/у 15",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,357744.0,357.744,,,,,нет,нет,нет,нет,нет,да,нет,да,55.686759593625425,49.703349678101375
16:33:040422:1555,500.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Клубничная, з/у 7.",Частная,малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040422,287490.2,574.9804,,,,,нет,нет,нет,нет,нет,да,нет,да,55.70158379524262,49.684818194933456
16:33:040103:139,7.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Конское сельское поселение, с Конь, ул. Советская.",,Под объекты инженерного оборудования Газоснабжения,ДРУГОЕ,0,нет,16:33:040103,2762.27,394.6095,,,,,да,нет,нет,нет,нет,нет,нет,да,55.71418056364668,49.71682539243485
16:33:040101:76,2247.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Комсомольская, з/у 8.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:040101,824653.27,367.0,,,,,да,нет,нет,нет,да,да,нет,да,55.7200901107507,49.718674157622516
16:33:040101:74,,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Комсомольская, з/у 9а.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:040101,696993.7,367.81,,,,,да,нет,нет,нет,да,да,нет,да,55.72051754231349,49.718594561686274
16:33:040412:367,800.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Цветочная, з/у 80.",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,343546.72,429.43,,,,,нет,нет,нет,нет,нет,да,нет,да,55.69165015400355,49.69090528937556
16:33:040103:142,43.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Конское сельское поселение, с Конь.",Частная,для размещения гаража,ДРУГОЕ,0,нет,16:33:040103,28153.16,654.7247,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.71451255904283,49.71335718148748
16:33:040412:1161,1018.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Рябиновая, з/у 17",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,474372.83,465.9851,,,,,нет,нет,нет,нет,нет,да,нет,да,55.69620153810865,49.69011116530251
16:33:040105:518,1000.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Пестречинский муниципальный район, Консское сельское поселение, с. Конь.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:040105,361253.7,361.2537,,,,,нет,нет,нет,нет,да,да,нет,да,55.719475709990775,49.72295583498531
16:33:040102:209,900.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Конское сельское поселение, с Конь, ул. Советская.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:040102,339253.83,376.9487,,,,,нет,нет,нет,нет,да,да,нет,да,55.72106624282257,49.71271438469658
16:33:040103:66,,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Конское сельское поселение, с Конь.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:040103,56739.99,310.05,,,,,да,нет,нет,нет,да,да,нет,да,55.711720511433064,49.71380940208832
16:33:040412:1086,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул. Мунира Сунгатуллина, з/у 17",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,369301.6,369.3016,,,,,нет,нет,нет,нет,нет,да,нет,да,55.68920035937474,49.700262519218185
16:33:040412:437,525.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Цветочная, з/у 29.",Частная,малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,259451.59,494.19,,,,,нет,нет,нет,нет,нет,да,нет,да,55.69501721233769,49.687200012158655
16:33:040422:1334,655.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Высокая, з/у 28.",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040422,302964.94,462.5419,,,,,нет,нет,нет,нет,нет,да,нет,да,55.69766717459013,49.69101041542808
16:33:040412:270,800.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Цветочная, з/у 34.",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,405329.92,506.66,,,,,нет,нет,нет,нет,нет,да,нет,да,55.69505532449378,49.68601900430085
16:33:040422:1081,700.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Высокая, з/у 43.",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040422,321209.84,458.8712,,,,,нет,нет,нет,нет,нет,да,нет,да,55.698720734981485,49.69222646301256
16:33:040422:1098,600.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Светлая, з/у 62.",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040422,265759.32,442.9322,,,,,нет,нет,нет,нет,нет,да,нет,да,55.700008625528156,49.69457809571038
16:33:040102:204,1069.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Конское сельское поселение, с Конь, ул. Советская.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:040102,402943.84,376.9353,,,,,нет,нет,нет,нет,да,да,нет,да,55.72082156829074,49.71278671427158
16:33:040412:561,501.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Ореховая, з/у 1.",Частная,малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,202941.02,405.07,,,,,нет,нет,нет,нет,нет,да,нет,да,55.69101479540274,49.693646435201835
16:33:040103:74,,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Конское сельское поселение, с Конь.",,Под объекты инженерного оборудования Газоснабжения,ДРУГОЕ,0,нет,16:33:040103,62535.84,390.849,,,,,да,нет,нет,нет,нет,нет,нет,да,55.71398058916818,49.71060955258475
16:33:040102:118,,Земли населенных пунктов,Ранее учтенный,"Республика Татарстан, Пестречинский муниципальный район, Конское сельское поселение, с Конь",,Под объекты инженерного оборудования Газоснабжения,ДРУГОЕ,0,нет,16:33:040102,7525.42,396.0747,,,,,да,нет,нет,нет,нет,нет,нет,да,55.71512359811767,49.712757665623506
16:33:040422:797,554.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул 3-я Строителей, з/у 61.",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040422,234099.62,422.5625,,,,,нет,нет,нет,нет,нет,да,нет,да,55.706229726990045,49.69513617861169
16:33:040422:604,600.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Виноградная, з/у 7.",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040422,313895.04,523.1584,,,,,нет,нет,нет,нет,нет,да,нет,да,55.709602354011054,49.69346819993406
16:33:040412:1113,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул. Раушании Юкачевой, з/у 14",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,358164.6,358.16,,,,,нет,нет,нет,нет,нет,да,нет,да,55.6868815905648,49.702670369611255
16:33:040101:261,80.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Конское сельское поселение, с Конь.",,для размещения оборудования связи,ДРУГОЕ,0,нет,16:33:040101,31883.62,398.5453,,,,,да,нет,нет,нет,нет,нет,нет,да,55.72148936328131,49.721063902089966
16:33:040106:385,1564.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Пестречинский муниципальный район, Конское сельское поселение, с. Конь, ул. Лесная.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:040106,567736.22,363.0,,,,,нет,нет,нет,нет,да,да,нет,да,55.71991215906983,49.70617154481855
16:33:040422:1096,600.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Светлая, з/у 60.",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040422,271155.9,451.9265,,,,,нет,нет,нет,нет,нет,да,нет,да,55.699903667898866,49.69431987413028
16:33:040105:194,2266.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Конское сельское поселение, с Конь, ул. Пионерская.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:040105,732414.93,323.2193,,,,,нет,нет,нет,нет,да,да,нет,да,55.7134976563262,49.72184906186064
16:33:040104:184,705.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Конское сельское поселение, с Конь.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:040104,227189.21,322.25,,,,,нет,нет,нет,нет,да,да,нет,да,55.705653959867604,49.712735755736205
16:33:040422:1110,700.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Светлая, з/у 74.",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040422,267985.76,382.8368,,,,,нет,нет,нет,нет,нет,да,нет,да,55.70074941125374,49.69640086686482
16:33:040412:1124,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул. Зеленая, з/у 13",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,358164.6,358.1646,,,,,нет,нет,нет,нет,нет,да,нет,да,55.68662327949089,49.702938349519975
16:33:040412:507,500.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Цветочная, з/у 49.",Частная,малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,219637.35,439.2747,,,,,нет,нет,нет,нет,нет,да,нет,да,55.69267725626493,49.69049497594777
16:33:040101:89,1759.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, р-н. Пестречинский, с/п. Конское, с. Конь, ул. Комсомольская.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:040101,666772.52,379.06,,,,,нет,нет,нет,нет,да,да,нет,да,55.723069813794744,49.719241573092745
16:33:040422:1411,501.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Ильдара Мархабина, з/у 33.",Частная,малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040422,255683.15,510.3456,,,,,нет,нет,нет,нет,нет,да,нет,да,55.70357219832342,49.68902513713571
16:33:040422:266,600.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Светлая, з/у 63.",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040422,269047.8,448.413,,,,,нет,нет,нет,нет,нет,да,нет,да,55.700440852167034,49.69437560168683
16:33:040103:112,1384.0,Земли сельскохозяйственного назначения,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Конское сельское поселение, с Конь.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:040103,427073.89,308.58,,,,,нет,нет,нет,нет,да,нет,нет,нет,55.71183303079955,49.707284555988245
16:33:040422:1338,856.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Высокая, з/у 36.",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040422,385956.36,450.8836,,,,,нет,нет,нет,нет,нет,да,нет,да,55.6980861326108,49.69206985555098
16:33:040412:1024,1100.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул. Раушании Юкачевой, з/у 24",Муниципальная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,389569.29,354.1539,,,,,да,нет,нет,нет,нет,да,нет,да,55.6876227375794,49.70501204303707
16:33:040106:389,1600.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Лесная, з/у 3Г",Частная,для строительства индивидуального жилого дома и ведения личного подсобного,ЛПХ,0,нет,16:33:040106,563358.4,352.099,,,,,нет,нет,нет,нет,да,да,нет,да,55.71804676930203,49.70583229298527
16:33:040101:34,,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Комсомольская, з/у 28.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:040101,269263.97,383.02,,,,,да,нет,нет,нет,да,да,нет,да,55.72384263518399,49.71700151827183
16:33:040412:553,507.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Дубовая, з/у 9.",Частная,малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,200077.51,394.6302,,,,,нет,нет,нет,нет,нет,да,нет,да,55.69190355820624,49.69402237511117
16:33:040422:1075,700.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Высокая, з/у 37.",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040422,333899.16,476.9988,,,,,нет,нет,нет,нет,нет,да,нет,да,55.69835336302814,49.691322808871085
16:33:040422:101,600.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Счастливая, з/у 15.",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040422,319173.3,531.9555,,,,,нет,нет,нет,нет,нет,да,нет,да,55.698147029301914,49.68665035876817
16:33:040412:912,1121.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Хвойная, з/у 17",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,460787.05,411.05,,,,,нет,нет,нет,нет,нет,да,нет,да,55.6944733708361,49.69310310811282
16:33:040105:155,2547.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Пионерская, з/у 27а",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:040105,851615.94,334.3604,,,,,да,нет,нет,нет,да,да,нет,да,55.71543281577448,49.7224127383421
16:33:040412:943,1055.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Дубовая, з/у 16",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,400309.41,379.44,,,,,нет,нет,нет,нет,нет,да,нет,да,55.69224370115281,49.696056290464846
16:33:040412:1034,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул. Айдара Хафизова, з/у 1",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,373881.9,373.88,,,,,нет,нет,нет,нет,нет,да,нет,да,55.68692445750602,49.69853629879495
16:33:040412:995,1103.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул. Раушании Юкачевой, з/у 1",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,403140.32,365.4944,,,,,нет,нет,нет,нет,нет,да,нет,да,55.68636297763351,49.69946952610934
16:33:040422:251,600.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Солнечная, з/у 50.",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040422,304479.3,507.4655,,,,,нет,нет,нет,нет,нет,да,нет,да,55.700455843800796,49.69151293552246
16:33:040422:1336,796.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Высокая, з/у 32.",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040422,371842.8,467.1392,,,,,нет,нет,нет,нет,нет,да,нет,да,55.69788440989545,49.691541121685944
16:33:040412:1021,1087.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул. Раушании Юкачевой, з/у 21",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,385102.69,354.2803,,,,,нет,нет,нет,нет,нет,да,нет,да,55.687894870494894,49.7041626203384
16:33:040412:951,1035.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Каштановая, з/у 15",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,391919.93,378.6666,,,,,нет,нет,нет,нет,нет,да,нет,да,55.691621620890444,49.69695024551677
16:33:040412:394,957.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Цветочная, з/у 88.",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,411210.17,429.69,,,,,нет,нет,нет,нет,нет,да,нет,да,55.691123247180805,49.69190681984435
16:33:040422:1066,700.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Светлая, з/у 37.",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040422,349546.26,499.35,,,,,нет,нет,нет,нет,нет,да,нет,да,55.698891850646966,49.690564778589454
16:33:040412:952,1035.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, с Конь, ул Каштановая, з/у 11",Частная,Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов),ЖИЛОЙ,0,нет,16:33:040412,404146.08,390.4793,,,,,нет,нет,нет,нет,нет,да,нет,да,55.691219667267546,49.695916085121034
16:33:040422:20,50003.0,Земли сельскохозяйственного назначения,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Конское, кв-л 040422, з/у 20.",Частная,Для сельскохозяйственного производства,СХ,0,нет,16:33:040422,104006.24,2.08,,,,,нет,нет,нет,нет,нет,нет,нет,нет,55.71180890809572,49.6983890589464
16:33:040102:516,100.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Пестречинский муниципальный район, Конское сельское поселение, с Конь.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:040102,37694.87,376.9487,,,,,нет,нет,нет,нет,да,да,нет,да,55.720979417494235,49.712448873644185
